from	entry	name	symbols	symbol	gene_id
B3KTA3	B3KTA3	B3KTA3_HUMAN	NA	NA	6624
Q6N041	Q6N041	Q6N041_HUMAN	DKFZp686O16217	DKFZp686O16217	NA
Q8NDP0	Q8NDP0	Q8NDP0_HUMAN	DKFZp586G1518	DKFZp586G1518	NA
A0A024R1X8	A0A024R1X8	A0A024R1X8_HUMAN	JUP hCG_1771506	JUP	3728
Q3MIH3	Q3MIH3	Q3MIH3_HUMAN	UBA52 hCG_37048	UBA52	7311
H0Y804	H0Y804	H0Y804_HUMAN	AKR1C1	AKR1C1	1645
B4DH02	B4DH02	B4DH02_HUMAN	NA	NA	NA
A4FU77	A4FU77	A4FU77_HUMAN	SNRNP200	SNRNP200	23020
Q96DI9	Q96DI9	Q96DI9_HUMAN	POLDIP3	POLDIP3	84271
B4DUE0	B4DUE0	B4DUE0_HUMAN	NA	NA	NA
B5BUD2	B5BUD2	B5BUD2_HUMAN	RFC2	RFC2	5982
A0A140VJQ4	A0A140VJQ4	A0A140VJQ4_HUMAN	NA	NA	4942
U3KQK0	U3KQK0	U3KQK0_HUMAN	H2BC15 HIST1H2BN hCG_1743059	H2BC15	8341
A0A2C9F2P4	A0A2C9F2P4	A0A2C9F2P4_HUMAN	PPT1	PPT1	5538
Q7Z5A3	Q7Z5A3	Q7Z5A3_HUMAN	SNRPD1	SNRPD1	6632
Q59EF0	Q59EF0	Q59EF0_HUMAN	NA	NA	NA
A0A0A0MSQ0	A0A0A0MSQ0	A0A0A0MSQ0_HUMAN	NA	NA	NA
A0A1W2PPZ5	A0A1W2PPZ5	A0A1W2PPZ5_HUMAN	TCEA1	TCEA1	6917
B4DP80	B4DP80	B4DP80_HUMAN	APOA1BP AIBP	APOA1BP	NA
Q71V07	Q71V07	Q71V07_HUMAN	NA	NA	NA
A0A2R8Y811	A0A2R8Y811	A0A2R8Y811_HUMAN	RPS14	RPS14	6208
B2RBR9	B2RBR9	B2RBR9_HUMAN	NA	NA	NA
A0A384P5T6	A0A384P5T6	A0A384P5T6_HUMAN	NA	NA	10525
B2R6F3	B2R6F3	B2R6F3_HUMAN	SFRS3 hCG_14802	SFRS3	6428
A0A024R8M4	A0A024R8M4	A0A024R8M4_HUMAN	PRPSAP1 hCG_30891	PRPSAP1	5635
A0A0D9SFL3	A0A0D9SFL3	A0A0D9SFL3_HUMAN	EWSR1	EWSR1	2130
B4DR66	B4DR66	B4DR66_HUMAN	NA	NA	NA
B4DHC4	B4DHC4	B4DHC4_HUMAN	NA	NA	NA
A0A0S2Z4C3	A0A0S2Z4C3	A0A0S2Z4C3_HUMAN	FH	FH	2271
B2RB07	B2RB07	B2RB07_HUMAN	NA	NA	NA
V9HWD8	V9HWD8	V9HWD8_HUMAN	HEL-S-163pA	HEL-S-163pA	1
V9HW41	V9HW41	V9HW41_HUMAN	HEL-S-71 UBE2N hCG_38950	HEL-S-71	7334
Q6FGQ5	Q6FGQ5	Q6FGQ5_HUMAN	ASGR1 hCG_1985284	ASGR1	432
A0A087X1G7	A0A087X1G7	A0A087X1G7_HUMAN	NA	NA	NA
A8K6V3	A8K6V3	A8K6V3_HUMAN	NA	NA	23450
Q6IAT1	Q6IAT1	Q6IAT1_HUMAN	GDI2 HEL-S-46e hCG_24071	GDI2	2665
D3DVQ1	D3DVQ1	D3DVQ1_HUMAN	LETM1 hCG_1818300	LETM1	3954
A0A024RBA9	A0A024RBA9	A0A024RBA9_HUMAN	RAB21 hCG_1641532	RAB21	23011
A0A384NKQ2	A0A384NKQ2	A0A384NKQ2_HUMAN	NA	NA	7263
B4DDI9	B4DDI9	B4DDI9_HUMAN	NA	NA	NA
A0A384NPY7	A0A384NPY7	A0A384NPY7_HUMAN	LMAN2 hCG_1981210	LMAN2	10960
A8K3C3	A8K3C3	A8K3C3_HUMAN	NA	NA	NA
J3KQE5	J3KQE5	J3KQE5_HUMAN	RAN	RAN	5901
B2R6E5	B2R6E5	B2R6E5_HUMAN	POR	POR	5447
B2RBH3	B2RBH3	B2RBH3_HUMAN	NA	NA	NA
A0A1J0GNC2	A0A1J0GNC2	A0A1J0GNC2_HUMAN	NA	NA	NA
A0A140VJJ6	A0A140VJJ6	A0A140VJJ6_HUMAN	NA	NA	2266
V9HWF2	V9HWF2	V9HWF2_HUMAN	HEL-S-32	HEL-S-32	4190
G3V438	G3V438	G3V438_HUMAN	AHSA1	AHSA1	10598
B4E299	B4E299	B4E299_HUMAN	NA	NA	NA
B4DUS0	B4DUS0	B4DUS0_HUMAN	NA	NA	NA
B4E2S7	B4E2S7	B4E2S7_HUMAN	NA	NA	NA
A8K3M9	A8K3M9	A8K3M9_HUMAN	NA	NA	NA
A0A024RCA7	A0A024RCA7	A0A024RCA7_HUMAN	RPLP2 hCG_1778304	RPLP2	6181
A0A6Q8PFJ0	A0A6Q8PFJ0	A0A6Q8PFJ0_HUMAN	LMNA	LMNA	4000
A0A7I2YQ74	A0A7I2YQ74	A0A7I2YQ74_HUMAN	UGP2	UGP2	7360
B2R644	B2R644	B2R644_HUMAN	DDAH1 HEL-S-16 hCG_2040048	DDAH1	23576
E7ERF2	E7ERF2	E7ERF2_HUMAN	TCP1	TCP1	6950
B7Z8W8	B7Z8W8	B7Z8W8_HUMAN	NA	NA	NA
A0A024RBX6	A0A024RBX6	A0A024RBX6_HUMAN	PIR hCG_15752	PIR	8544
A0A0S2Z4Y4	A0A0S2Z4Y4	A0A0S2Z4Y4_HUMAN	CLINT1	CLINT1	9685
Q75MH1	Q75MH1	Q75MH1_HUMAN	RPS26 LOC285938 hCG_1745083 tcag7.125	RPS26	6231
B2R7D2	B2R7D2	B2R7D2_HUMAN	NA	NA	NA
M0R0C6	M0R0C6	M0R0C6_HUMAN	KHSRP hCG_23049	KHSRP	8570
A0A0S2Z5L0	A0A0S2Z5L0	A0A0S2Z5L0_HUMAN	GINS3	GINS3	64785
H0YJY5	H0YJY5	H0YJY5_HUMAN	CCDC85C	CCDC85C	317762
A4D2P2	A4D2P2	A4D2P2_HUMAN	RAC1 hCG_14926 tcag7.839	RAC1	5879
A0A140VJS7	A0A140VJS7	A0A140VJS7_HUMAN	NA	NA	5693
C9JQD4	C9JQD4	C9JQD4_HUMAN	PPIH hCG_21746	PPIH	10465
A0A140VK69	A0A140VK69	A0A140VK69_HUMAN	NA	NA	2805
A0A5H2UZT1	A0A5H2UZT1	A0A5H2UZT1_HUMAN	HLA-DQB1	HLA-DQB1	3119
A0A3S6H7E9	A0A3S6H7E9	A0A3S6H7E9_HUMAN	PRMT1 ANM1 HCP1 HRMT1L2 IR1B4	PRMT1	3276
Q53HU0	Q53HU0	Q53HU0_HUMAN	NA	NA	NA
A0A0A0MT83	A0A0A0MT83	A0A0A0MT83_HUMAN	IVD	IVD	3712
C9JEJ2	C9JEJ2	C9JEJ2_HUMAN	PCYT1A	PCYT1A	5130
V9HW92	V9HW92	V9HW92_HUMAN	HEL-S-112 PDLIM1 hCG_39492	HEL-S-112	9124
H0YJM8	H0YJM8	H0YJM8_HUMAN	PSMB5	PSMB5	5693
A0A2R8Y611	A0A2R8Y611	A0A2R8Y611_HUMAN	NA	NA	NA
A3KFL2	A3KFL2	A3KFL2_HUMAN	EXOSC2	EXOSC2	23404
V9HW59	V9HW59	V9HW59_HUMAN	HEL-S-274	HEL-S-274	NA
B2RDD7	B2RDD7	B2RDD7_HUMAN	NA	NA	NA
A8K4T6	A8K4T6	A8K4T6_HUMAN	NA	NA	NA
Q60FE6	Q60FE6	Q60FE6_HUMAN	FLNA	FLNA	2316
A8K455	A8K455	A8K455_HUMAN	NA	NA	NA
F4ZW65	F4ZW65	F4ZW65_HUMAN	NA	NA	NA
H3BM42	H3BM42	H3BM42_HUMAN	GLG1 hCG_1980142	GLG1	2734
Q59GX9	Q59GX9	Q59GX9_HUMAN	NA	NA	NA
Q1JQ76	Q1JQ76	Q1JQ76_HUMAN	RPL10A	RPL10A	4736
A0A024RCZ8	A0A024RCZ8	A0A024RCZ8_HUMAN	KLC4 hCG_17653	KLC4	89953
H7C3A1	H7C3A1	H7C3A1_HUMAN	SRRT	SRRT	51593
H3BNU9	H3BNU9	H3BNU9_HUMAN	CARHSP1	CARHSP1	23589
A0A0C4DGG2	A0A0C4DGG2	A0A0C4DGG2_HUMAN	COX7B2	COX7B2	170712
H0YG07	H0YG07	H0YG07_HUMAN	MLEC	MLEC	9761
A0A024R1W3	A0A024R1W3	A0A024R1W3_HUMAN	FKBP10 hCG_1771525	FKBP10	60681
Q71UA4	Q71UA4	Q71UA4_HUMAN	NA	NA	NA
A0A0A0MQU3	A0A0A0MQU3	A0A0A0MQU3_HUMAN	NA	NA	NA
B2R950	B2R950	B2R950_HUMAN	NA	NA	NA
A0A7I2V2S3	A0A7I2V2S3	A0A7I2V2S3_HUMAN	XPO1	XPO1	7514
Q6IAX2	Q6IAX2	Q6IAX2_HUMAN	RPL21 hCG_2020044	RPL21	6144
C9JDL1	C9JDL1	C9JDL1_HUMAN	KHK	KHK	3795
Q05DB4	Q05DB4	Q05DB4_HUMAN	HEBP2	HEBP2	23593
H0YHG0	H0YHG0	H0YHG0_HUMAN	NA	NA	NA
B4DSB9	B4DSB9	B4DSB9_HUMAN	NA	NA	NA
E7ETF4	E7ETF4	E7ETF4_HUMAN	UGDH	UGDH	7358
Q9Y3E8	Q9Y3E8	Q9Y3E8_HUMAN	NA	NA	NA
Q5U0I6	Q5U0I6	Q5U0I6_HUMAN	RAB1A hCG_22592	RAB1A	5861
B4DJV9	B4DJV9	B4DJV9_HUMAN	NA	NA	NA
H3BUA3	H3BUA3	H3BUA3_HUMAN	CES3	CES3	23491
A0A087X1B1	A0A087X1B1	A0A087X1B1_HUMAN	IKBKG	IKBKG	8517
B4DRB7	B4DRB7	B4DRB7_HUMAN	NA	NA	NA
Q6FI35	Q6FI35	Q6FI35_HUMAN	PCNA	PCNA	5111
E9PQS1	E9PQS1	E9PQS1_HUMAN	C11orf54	C11orf54	28970
A0A7I2V351	A0A7I2V351	A0A7I2V351_HUMAN	KPNA2	KPNA2	3838
Q6NVC0	Q6NVC0	Q6NVC0_HUMAN	SLC25A5	SLC25A5	292
A0A7I2V4G0	A0A7I2V4G0	A0A7I2V4G0_HUMAN	HNRNPA3	HNRNPA3	220988
A0A384MR50	A0A384MR50	A0A384MR50_HUMAN	NA	NA	832
Q6FHT1	Q6FHT1	Q6FHT1_HUMAN	MTAP HEL-249	MTAP	4507
B4DRA5	B4DRA5	B4DRA5_HUMAN	NA	NA	NA
A0A804HHW5	A0A804HHW5	A0A804HHW5_HUMAN	HSD17B10	HSD17B10	3028
K7ENV3	K7ENV3	K7ENV3_HUMAN	KRT16	KRT16	3868
A0A494BXC7	A0A494BXC7	A0A494BXC7_HUMAN	CMPK1	CMPK1	51727
I6L975	I6L975	I6L975_HUMAN	HSDL1	HSDL1	83693
A0A024QZN9	A0A024QZN9	A0A024QZN9_HUMAN	VDAC2 hCG_23984	VDAC2	7417
A0A140VJK1	A0A140VJK1	A0A140VJK1_HUMAN	NA	NA	10539
A0A140VJY7	A0A140VJY7	A0A140VJY7_HUMAN	NA	NA	84817
X6RCK5	X6RCK5	X6RCK5_HUMAN	DCTN3	DCTN3	11258
B5BU83	B5BU83	B5BU83_HUMAN	STMN1	STMN1	3925
A0A024R4X4	A0A024R4X4	A0A024R4X4_HUMAN	hCG_16873	hCG_16873	1120
Q9H7G6	Q9H7G6	Q9H7G6_HUMAN	NA	NA	NA
A0A109NGN6	A0A109NGN6	A0A109NGN6_HUMAN	NA	NA	5686
A0A288QBX4	A0A288QBX4	A0A288QBX4_HUMAN	HLA-A	HLA-A	3105
Q53SB6	Q53SB6	Q53SB6_HUMAN	DNPEP	DNPEP	23549
Q14329	Q14329	Q14329_HUMAN	NA	NA	NA
A0A384MDW6	A0A384MDW6	A0A384MDW6_HUMAN	NA	NA	130589
A0A384NL22	A0A384NL22	A0A384NL22_HUMAN	PSMB3 hCG_31398	PSMB3	5691
A0A140VJL0	A0A140VJL0	A0A140VJL0_HUMAN	NA	NA	26275
H3BV55	H3BV55	H3BV55_HUMAN	PMM2	PMM2	5373
J3KQ32	J3KQ32	J3KQ32_HUMAN	OLA1	OLA1	29789
E9PHZ5	E9PHZ5	E9PHZ5_HUMAN	CTSB	CTSB	1508
E7DVW5	E7DVW5	E7DVW5_HUMAN	FABP5	FABP5	2171
A0A024R4Q8	A0A024R4Q8	A0A024R4Q8_HUMAN	RPS5 hCG_201358	RPS5	6193
H3BT65	H3BT65	H3BT65_HUMAN	CIAPIN1	CIAPIN1	57019
F8W914	F8W914	F8W914_HUMAN	NA	NA	NA
H3BUF6	H3BUF6	H3BUF6_HUMAN	ATXN2L	ATXN2L	11273
Q53SS8	Q53SS8	Q53SS8_HUMAN	PCBP1 HEL-S-85 hCG_1776997	PCBP1	5093
A0A024R5Q7	A0A024R5Q7	A0A024R5Q7_HUMAN	ADSS ADSS2 hCG_15389	ADSS	159
J3QLE5	J3QLE5	J3QLE5_HUMAN	SNRPN	SNRPN	6638
A0A140VK43	A0A140VK43	A0A140VK43_HUMAN	NA	NA	5684
F8W8N3	F8W8N3	F8W8N3_HUMAN	SKP1	SKP1	6500
B7ZLE5	B7ZLE5	B7ZLE5_HUMAN	FN1	FN1	2335
Q7Z3W9	Q7Z3W9	Q7Z3W9_HUMAN	DKFZp686G18222	DKFZp686G18222	NA
S4R3J5	S4R3J5	S4R3J5_HUMAN	DNAJC8	DNAJC8	22826
A0A384P5Q0	A0A384P5Q0	A0A384P5Q0_HUMAN	NA	NA	847
D3DQS4	D3DQS4	D3DQS4_HUMAN	FNBP4 hCG_25190	FNBP4	23360
D3YTC1	D3YTC1	D3YTC1_HUMAN	MRPL35	MRPL35	51318
Q567R6	Q567R6	Q567R6_HUMAN	SSBP1	SSBP1	6742
B2RB70	B2RB70	B2RB70_HUMAN	NCALD hCG_16241	NCALD	83988
B4DU69	B4DU69	B4DU69_HUMAN	NA	NA	NA
A0A384N647	A0A384N647	A0A384N647_HUMAN	AK4 AK3L1	AK4	205
Q59EH3	Q59EH3	Q59EH3_HUMAN	NA	NA	52
Q53FC3	Q53FC3	Q53FC3_HUMAN	NA	NA	10016
A0A024R138	A0A024R138	A0A024R138_HUMAN	GPD1 hCG_20197	GPD1	2819
B2RWM5	B2RWM5	B2RWM5_HUMAN	CNN2	CNN2	1265
E9PQ74	E9PQ74	E9PQ74_HUMAN	GAS2	GAS2	2620
Q4LE60	Q4LE60	Q4LE60_HUMAN	TNPO2 variant protein	TNPO2	30000
B4DHR4	B4DHR4	B4DHR4_HUMAN	SLC25A27 hCG_16892	SLC25A27	9481
J3KRY8	J3KRY8	J3KRY8_HUMAN	ASPSCR1	ASPSCR1	79058
C9JX88	C9JX88	C9JX88_HUMAN	PSMC2	PSMC2	5701
A0A7L4X8T3	A0A7L4X8T3	A0A7L4X8T3_HUMAN	HLA-A	HLA-A	3105
A0A024R261	A0A024R261	A0A024R261_HUMAN	hCG_24487	hCG_24487	6139
Q5TZZ9	Q5TZZ9	Q5TZZ9_HUMAN	ANXA1 hCG_17305	ANXA1	301
C9JG97	C9JG97	C9JG97_HUMAN	AAMP	AAMP	14
A0A7I2YQX2	A0A7I2YQX2	A0A7I2YQX2_HUMAN	NDUFAF2	NDUFAF2	91942
Q504R6	Q504R6	Q504R6_HUMAN	RAB13	RAB13	5872
B4E0X8	B4E0X8	B4E0X8_HUMAN	NA	NA	NA
H3BSA6	H3BSA6	H3BSA6_HUMAN	DCTPP1	DCTPP1	79077
Q05D08	Q05D08	Q05D08_HUMAN	PA2G4	PA2G4	5036
A0A384MR44	A0A384MR44	A0A384MR44_HUMAN	NA	NA	1891
Q59EI9	Q59EI9	Q59EI9_HUMAN	NA	NA	NA
E5RJR5	E5RJR5	E5RJR5_HUMAN	SKP1	SKP1	6500
A0A024RA75	A0A024RA75	A0A024RA75_HUMAN	HIBADH hCG_39034	HIBADH	11112
A0A087WY55	A0A087WY55	A0A087WY55_HUMAN	VTA1 C6orf55 hCG_18120	VTA1	51534
B3KT66	B3KT66	B3KT66_HUMAN	PSMD6 hCG_23509	PSMD6	9861
Q53XC0	Q53XC0	Q53XC0_HUMAN	EIF2S1 hCG_21909	EIF2S1	1965
Q6FII1	Q6FII1	Q6FII1_HUMAN	LOC51064 GSTK1 hCG_20682 tcag7.883	LOC51064	373156
A0A6Q8PHA5	A0A6Q8PHA5	A0A6Q8PHA5_HUMAN	HARS1	HARS1	3035
V9HWB5	V9HWB5	V9HWB5_HUMAN	HEL-S-66p PPA1 hCG_2024809	HEL-S-66p	5464
J3KR44	J3KR44	J3KR44_HUMAN	NA	NA	NA
A0A024R9Z0	A0A024R9Z0	A0A024R9Z0_HUMAN	NDUFA4 hCG_18424	NDUFA4	4697
E9PGT6	E9PGT6	E9PGT6_HUMAN	COPS8	COPS8	10920
V5IRT4	V5IRT4	V5IRT4_HUMAN	UQCC2	UQCC2	84300
E9PBF6	E9PBF6	E9PBF6_HUMAN	LMNB1	LMNB1	4001
X6RFN3	X6RFN3	X6RFN3_HUMAN	RNF2	RNF2	6045
A0A024QZ64	A0A024QZ64	A0A024QZ64_HUMAN	ALDOC hCG_31801	ALDOC	230
A0A140VJE7	A0A140VJE7	A0A140VJE7_HUMAN	NA	NA	164
B4DLT1	B4DLT1	B4DLT1_HUMAN	NA	NA	9559
A0A087WUL4	A0A087WUL4	A0A087WUL4_HUMAN	PEG10	PEG10	23089
B5BUI8	B5BUI8	B5BUI8_HUMAN	DUSP3	DUSP3	1845
Q5JW30	Q5JW30	Q5JW30_HUMAN	STAU1	STAU1	6780
E9PAL7	E9PAL7	E9PAL7_HUMAN	SSR1	SSR1	6745
A0A494C1N0	A0A494C1N0	A0A494C1N0_HUMAN	FKBP2	FKBP2	2286
A0A024R3M1	A0A024R3M1	A0A024R3M1_HUMAN	THYN1 hCG_37604	THYN1	29087
B7Z826	B7Z826	B7Z826_HUMAN	NA	NA	23418
A0A7I2V621	A0A7I2V621	A0A7I2V621_HUMAN	PTBP1	PTBP1	5725
V9HW44	V9HW44	V9HW44_HUMAN	HEL-S-303 PAFAH1B2 hCG_39271	HEL-S-303	5049
A0A024RDP4	A0A024RDP4	A0A024RDP4_HUMAN	PSPC1 hCG_2019837	PSPC1	55269
H0YN26	H0YN26	H0YN26_HUMAN	ANP32A	ANP32A	8125
F5H6P7	F5H6P7	F5H6P7_HUMAN	MAGOHB	MAGOHB	55110
Q6FHX6	Q6FHX6	Q6FHX6_HUMAN	FEN1 hCG_40848	FEN1	2237
B4DL86	B4DL86	B4DL86_HUMAN	NA	NA	NA
A0A1B0GVD5	A0A1B0GVD5	A0A1B0GVD5_HUMAN	CTSD	CTSD	1509
C9JP16	C9JP16	C9JP16_HUMAN	CRTAP	CRTAP	10491
A0A0A0MRE6	A0A0A0MRE6	A0A0A0MRE6_HUMAN	NA	NA	NA
B3KUJ0	B3KUJ0	B3KUJ0_HUMAN	NA	NA	10262
Q96CV8	Q96CV8	Q96CV8_HUMAN	THOP1	THOP1	7064
V9HWJ5	V9HWJ5	V9HWJ5_HUMAN	HEL-S-90n QPRT	HEL-S-90n	23475
H3BQZ9	H3BQZ9	H3BQZ9_HUMAN	APRT	APRT	353
B4DVE1	B4DVE1	B4DVE1_HUMAN	NA	NA	NA
B4DL85	B4DL85	B4DL85_HUMAN	NA	NA	NA
E9KL35	E9KL35	E9KL35_HUMAN	NA	NA	10399
Q9H1C9	Q9H1C9	Q9H1C9_HUMAN	NA	NA	NA
Q5T8U2	Q5T8U2	Q5T8U2_HUMAN	RPL7A RP11-244N20.10-005	RPL7A	6130
A0A6Q8PG52	A0A6Q8PG52	A0A6Q8PG52_HUMAN	RAB7A	RAB7A	7879
A0A140VK44	A0A140VK44	A0A140VK44_HUMAN	NA	NA	5687
A0A1W2PNV4	A0A1W2PNV4	A0A1W2PNV4_HUMAN	NA	NA	NA
Q4QQH1	Q4QQH1	Q4QQH1_HUMAN	SLITRK5	SLITRK5	26050
A0A0S2Z3P9	A0A0S2Z3P9	A0A0S2Z3P9_HUMAN	ACADSB	ACADSB	36
C9J4Z3	C9J4Z3	C9J4Z3_HUMAN	RPL37A hCG_16380	RPL37A	6168
M0QZC5	M0QZC5	M0QZC5_HUMAN	RPS11	RPS11	6205
A0A140VJS0	A0A140VJS0	A0A140VJS0_HUMAN	NA	NA	5516
A0A0K0K1K7	A0A0K0K1K7	A0A0K0K1K7_HUMAN	HEL-S-304 PGLS hCG_1778174	HEL-S-304	25796
Q4W5H3	Q4W5H3	Q4W5H3_HUMAN	PAPSS1	PAPSS1	9061
B4DNK3	B4DNK3	B4DNK3_HUMAN	NA	NA	9255
Q76LA1	Q76LA1	Q76LA1_HUMAN	CSTB hCG_401291	CSTB	1476
A8K7A4	A8K7A4	A8K7A4_HUMAN	NA	NA	NA
Q59GA1	Q59GA1	Q59GA1_HUMAN	NA	NA	NA
B3KW64	B3KW64	B3KW64_HUMAN	NA	NA	3081
M0QXF7	M0QXF7	M0QXF7_HUMAN	MYDGF	MYDGF	56005
A0A024R8U9	A0A024R8U9	A0A024R8U9_HUMAN	PYCR1 hCG_38803	PYCR1	5831
H3BND4	H3BND4	H3BND4_HUMAN	PDXDC1	PDXDC1	23042
B2RE46	B2RE46	B2RE46_HUMAN	NA	NA	NA
F8WBR5	F8WBR5	F8WBR5_HUMAN	CALM2	CALM2	805
E9PMI6	E9PMI6	E9PMI6_HUMAN	CLNS1A	CLNS1A	1207
A0A140TA69	A0A140TA69	A0A140TA69_HUMAN	KRT34	KRT34	3885
B2RB23	B2RB23	B2RB23_HUMAN	NA	NA	NA
B5MBZ0	B5MBZ0	B5MBZ0_HUMAN	EML4	EML4	27436
Q8WVW9	Q8WVW9	Q8WVW9_HUMAN	NA	NA	NA
A0A2U3TZU2	A0A2U3TZU2	A0A2U3TZU2_HUMAN	GPI	GPI	2821
E9PP73	E9PP73	E9PP73_HUMAN	COPB1	COPB1	1315
Q05BV5	Q05BV5	Q05BV5_HUMAN	OGFR	OGFR	11054
D6RBW1	D6RBW1	D6RBW1_HUMAN	EIF4E	EIF4E	1977
Q4LE36	Q4LE36	Q4LE36_HUMAN	ACLY variant protein	ACLY	47
A0A140VK56	A0A140VK56	A0A140VK56_HUMAN	NA	NA	6888
A0A024R539	A0A024R539	A0A024R539_HUMAN	LOC51035 hCG_1818009	LOC51035	51035
A0A0S2Z377	A0A0S2Z377	A0A0S2Z377_HUMAN	ANXA6 hCG_39152	ANXA6	309
Q6IB11	Q6IB11	Q6IB11_HUMAN	PGRMC1 hCG_23188	PGRMC1	10857
H0YE29	H0YE29	H0YE29_HUMAN	ARHGAP1	ARHGAP1	392
B4DUH1	B4DUH1	B4DUH1_HUMAN	NA	NA	35
A6NLM8	A6NLM8	A6NLM8_HUMAN	SSR4	SSR4	6748
A0A1B0GUA4	A0A1B0GUA4	A0A1B0GUA4_HUMAN	ASAH1	ASAH1	427
A8K4W0	A8K4W0	A8K4W0_HUMAN	RPS3A	RPS3A	6189
A0A140VJG8	A0A140VJG8	A0A140VJG8_HUMAN	NA	NA	1312
B7Z795	B7Z795	B7Z795_HUMAN	NA	NA	NA
Q59GE4	Q59GE4	Q59GE4_HUMAN	NA	NA	NA
K7ERE2	K7ERE2	K7ERE2_HUMAN	TMEM106A	TMEM106A	113277
B4DVD7	B4DVD7	B4DVD7_HUMAN	EIF3K EIF3S12	EIF3K	27335
A0A3S9JHM1	A0A3S9JHM1	A0A3S9JHM1_HUMAN	COX2	COX2	4513
C9JZK8	C9JZK8	C9JZK8_HUMAN	CRYZL1	CRYZL1	9946
A0A024QZ74	A0A024QZ74	A0A024QZ74_HUMAN	AGMAT hCG_25375	AGMAT	79814
B4DDF7	B4DDF7	B4DDF7_HUMAN	NA	NA	NA
A0A024R3E3	A0A024R3E3	A0A024R3E3_HUMAN	APOA1 hCG_41332	APOA1	335
A0A7I2YQQ3	A0A7I2YQQ3	A0A7I2YQQ3_HUMAN	GGH	GGH	8836
A0A024RBE7	A0A024RBE7	A0A024RBE7_HUMAN	TMPO hCG_2015322	TMPO	7112
A6PW56	A6PW56	A6PW56_HUMAN	PIP5K1A	PIP5K1A	8394
V9HWF9	V9HWF9	V9HWF9_HUMAN	HEL20	HEL20	10380
H0Y614	H0Y614	H0Y614_HUMAN	UFM1	UFM1	51569
A0A2R8YD14	A0A2R8YD14	A0A2R8YD14_HUMAN	RPS24 hCG_22610	RPS24	6229
A0A024R5S5	A0A024R5S5	A0A024R5S5_HUMAN	EIF3S1 EIF3J hCG_39324	EIF3S1	8669
Q6IBR0	Q6IBR0	Q6IBR0_HUMAN	RPN1	RPN1	6184
Q59FI9	Q59FI9	Q59FI9_HUMAN	NA	NA	NA
Q6IAW5	Q6IAW5	Q6IAW5_HUMAN	CALU hCG_41656 tcag7.422	CALU	813
A0A024R3J7	A0A024R3J7	A0A024R3J7_HUMAN	hCG_2032701	hCG_2032701	NA
A0A0G2JPA8	A0A0G2JPA8	A0A0G2JPA8_HUMAN	SERPINF2	SERPINF2	5345
A0A5P8PBC0	A0A5P8PBC0	A0A5P8PBC0_HUMAN	SUMO6 hCG_1766780	SUMO6	NA
Q59EJ3	Q59EJ3	Q59EJ3_HUMAN	NA	NA	NA
A0A7I2V2Q8	A0A7I2V2Q8	A0A7I2V2Q8_HUMAN	CTSC	CTSC	1075
A0A0S2Z471	A0A0S2Z471	A0A0S2Z471_HUMAN	CKB hCG_25499	CKB	1152
A0A384P5L2	A0A384P5L2	A0A384P5L2_HUMAN	NA	NA	NA
Q5JR95	Q5JR95	Q5JR95_HUMAN	RPS8	RPS8	6202
Q4W5E0	Q4W5E0	Q4W5E0_HUMAN	MOB4A	MOB4A	NA
